Concelhos,População,X,Y,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06
Arcos de Valdevez,20926,-25063.9057,242216.6729,52.5662,52.5662,66.9024,105.1324,129.0261,129.0261,157.6986,172.0348,172.0348,200.7073,215.0435,243.716,248.4947,238.9372,229.3797,234.1585,215.0435,181.5923,167.256,172.0348,143.3623,133.8048,133.8048,119.4686,119.4686,90.7961,86.0174,95.5749,81.2387,81.2387,81.2387,71.6812,57.3449,52.5662,57.3449,47.7874,52.5662,38.23,23.8937,23.8937,23.8937,14.3362,19.115,14.3362,14.3362,14.3362,19.115,19.115,14.3362,14.3362,9.5575,9.5575,9.5575,9.5575,9.5575,9.5575,4.7787,4.7787,4.7787,4.7787,0,0,0,0,0,0,0,4.7787,4.7787,9.5575,9.5575,9.5575,9.5575,9.5575,9.5575,9.5575,9.5575,9.5575,14.3362,14.3362,14.3362,9.5575,9.5575,4.7787,4.7787,4.7787,4.7787,4.7787,4.7787,4.7787,4.7787,4.7787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5575,19.115,19.115,19.115,33.4512,33.4512,43.0087,52.5662,52.5662,52.5662,52.5662,57.3449,62.1237,62.1237,57.3449,47.7874,47.7874,52.5662,38.23,62.1237,52.5662,47.7874,47.7874,47.7874,47.7874,43.0087,43.0087,43.0087,38.23,38.23,38.23,33.4512,33.4512,9.5575,9.5575,4.7787,4.7787,4.7787,4.7787,4.7787,0,4.7787,4.7787,9.5575,9.5575,14.3362,19.115,33.4512,38.23,52.5662,52.5662,52.5662,62.1237,76.4599,86.0174,90.7961,105.1324,100.3536,105.1324,105.1324,138.5836,172.0348,191.1498,215.0435,277.1672,291.5034,320.1759,339.2908,363.1846,391.857,425.3082,449.2019,444.4232,501.7681,511.3256,501.7681,573.4493,568.6706,539.9981,530.4406,516.1044,487.4319,530.4406,559.1131,525.6619,664.2454,678.5817,640.3517,597.343,563.8918,492.2106,482.6532,463.5382,463.5382,444.4232,453.9807,382.2995,334.5121,324.9546,172.0348,157.6986,148.1411,176.8135,195.9285,195.9285,229.3797,215.0435,210.2647,224.601,262.8309,296.2821,305.8396,301.0609,353.6271,358.4058,367.9633,406.1933,434.8657,549.5556,501.7681,554.3343,573.4493,616.458,678.5817,716.8116,855.3952,993.9788,1099.1112,1108.6686,1209.0223,1271.1459,1505.3044,1629.5518,1992.7363,2088.3112,2121.7624,2255.5672,2293.7972,2551.8494,2580.5218,2690.433,2695.2117,2771.6716,2776.4503,2948.4851,2829.0165,2742.9991,2542.2919,2542.2919,2489.7257,2375.0358,2327.2484,2054.86,1954.5064,1882.8252,1749.0204,1658.2242,1576.9856,1328.4909
Caminha,15877,-59988.7634,242223.9904,25.1937,25.1937,44.0889,44.0889,50.3874,44.0889,37.7905,31.4921,31.4921,37.7905,37.7905,44.0889,37.7905,37.7905,44.0889,44.0889,25.1937,31.4921,25.1937,25.1937,25.1937,25.1937,25.1937,18.8953,18.8953,12.5968,12.5968,12.5968,18.8953,25.1937,25.1937,18.8953,18.8953,18.8953,18.8953,18.8953,18.8953,18.8953,18.8953,18.8953,18.8953,18.8953,6.2984,6.2984,6.2984,6.2984,6.2984,6.2984,6.2984,6.2984,6.2984,12.5968,12.5968,12.5968,12.5968,12.5968,12.5968,6.2984,6.2984,6.2984,6.2984,6.2984,6.2984,6.2984,6.2984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2984,6.2984,6.2984,6.2984,6.2984,6.2984,6.2984,6.2984,6.2984,12.5968,18.8953,18.8953,18.8953,18.8953,12.5968,12.5968,12.5968,12.5968,12.5968,12.5968,12.5968,12.5968,12.5968,6.2984,0,0,0,0,6.2984,6.2984,6.2984,6.2984,6.2984,12.5968,12.5968,12.5968,18.8953,18.8953,18.8953,18.8953,18.8953,31.4921,25.1937,31.4921,31.4921,31.4921,31.4921,50.3874,56.6858,56.6858,50.3874,56.6858,56.6858,56.6858,56.6858,44.0889,50.3874,56.6858,56.6858,56.6858,56.6858,50.3874,44.0889,44.0889,44.0889,37.7905,44.0889,50.3874,50.3874,56.6858,50.3874,37.7905,50.3874,56.6858,56.6858,37.7905,50.3874,69.2826,251.9368,258.2352,283.4289,289.7273,308.6225,302.3241,327.5178,365.3083,365.3083,359.0099,384.2036,409.3972,403.0988,396.8004,220.4447,226.7431,201.5494,220.4447,226.7431,245.6383,239.3399,226.7431,226.7431,239.3399,264.5336,302.3241,346.4131,428.2925,478.6799,503.8735,522.7688,503.8735,560.5593,566.8577,636.1403,667.6324,944.7629,951.0613,938.4644,963.6581,1014.0455,963.6581,951.0613,1121.1186,1108.5218,1102.2233,1058.1344,1102.2233,1070.7312,1083.3281,831.3913,831.3913,818.7945,793.6008,774.7055,749.5119,768.4071,592.0514,598.3498,598.3498,585.753,516.4704,510.1719,491.2767,510.1719,497.5751,478.6799,466.083,403.0988,403.0988,390.502,396.8004,384.2036,415.6957,497.5751,547.9625,560.5593,554.2609,579.4546,579.4546,585.753,573.1561,579.4546,585.753,541.664,547.9625,547.9625,535.3656,491.2767,491.2767,566.8577,554.2609,554.2609,604.6482,598.3498,749.5119,850.2866,976.255,1190.4012,1347.8617,1373.0554,1391.9506,1606.0969,1776.1542,1864.3321,2179.253,2355.6087,2393.3993,2506.7708,2632.7392,2765.006,2884.6759,2890.9744,2909.8696,3098.8222,3086.2254,3098.8222,2991.7491,2966.5554,2809.0949,2758.7076,2689.425,2670.5297,2494.174,2311.5198,2103.672,2002.8973,1858.0336,1656.4842,1643.8874,1379.3538
Melgaço,8093,-8527.3032,270843.6546,98.8509,111.2072,123.5636,148.2763,148.2763,197.7017,234.7708,259.4835,259.4835,296.5526,383.0471,568.3924,568.3924,605.4615,642.5306,704.3124,716.6687,691.956,691.956,642.5306,642.5306,617.8179,642.5306,580.7488,481.8979,308.9089,308.9089,271.8399,234.7708,160.6326,135.9199,148.2763,185.3454,185.3454,148.2763,135.9199,111.2072,111.2072,111.2072,135.9199,135.9199,98.8509,86.4945,86.4945,86.4945,74.1381,37.0691,37.0691,37.0691,37.0691,37.0691,37.0691,37.0691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3564,12.3564,12.3564,12.3564,12.3564,12.3564,12.3564,12.3564,12.3564,12.3564,12.3564,12.3564,12.3564,12.3564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3564,12.3564,12.3564,12.3564,24.7127,24.7127,24.7127,24.7127,24.7127,24.7127,24.7127,24.7127,24.7127,24.7127,12.3564,12.3564,12.3564,12.3564,0,0,0,0,0,0,0,12.3564,12.3564,12.3564,12.3564,24.7127,24.7127,24.7127,37.0691,37.0691,37.0691,37.0691,49.4254,86.4945,98.8509,86.4945,98.8509,98.8509,98.8509,98.8509,98.8509,98.8509,86.4945,86.4945,86.4945,98.8509,111.2072,111.2072,98.8509,111.2072,98.8509,98.8509,98.8509,98.8509,98.8509,111.2072,123.5636,135.9199,148.2763,148.2763,123.5636,111.2072,123.5636,160.6326,185.3454,222.4144,234.7708,222.4144,247.1271,271.8399,271.8399,296.5526,308.9089,321.2653,383.0471,383.0471,420.1161,383.0471,370.6907,333.6216,333.6216,345.978,333.6216,321.2653,321.2653,284.1962,259.4835,234.7708,172.989,148.2763,111.2072,135.9199,148.2763,148.2763,135.9199,135.9199,135.9199,135.9199,123.5636,160.6326,160.6326,172.989,197.7017,222.4144,234.7708,197.7017,185.3454,197.7017,234.7708,321.2653,358.3344,395.4034,481.8979,543.6797,556.0361,568.3924,617.8179,654.8869,679.5997,691.956,729.0251,729.0251,790.8069,1000.8649,1087.3594,1223.2794,1359.1993,1408.6247,1556.901,1902.879,2150.0062,2495.9842,2706.0423,3212.6529,3360.9292,3397.9983,3348.5728,3262.0783,3286.7911,3336.2165,3262.0783,3249.722,3089.0893,2743.1113,2557.766,2285.9261,2112.9371,1618.6828,1433.3375,1383.912,1334.4866,1136.7849
Monção,17869,-24976.0568,264020.8868,22.3851,22.3851,33.5777,33.5777,33.5777,39.174,44.7703,44.7703,44.7703,44.7703,50.3666,95.1368,95.1368,207.0625,279.8142,285.4105,307.7956,313.3919,313.3919,341.3733,346.9696,363.7585,363.7585,374.951,380.5473,414.125,408.5287,313.3919,251.8328,257.4291,235.0439,229.4476,229.4476,201.4662,212.6588,207.0625,251.8328,240.6402,240.6402,173.4848,173.4848,167.8885,156.696,145.5034,139.9071,145.5034,145.5034,139.9071,117.522,100.7331,55.9628,55.9628,44.7703,33.5777,33.5777,11.1926,11.1926,11.1926,5.5963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5963,5.5963,5.5963,5.5963,5.5963,11.1926,11.1926,11.1926,11.1926,11.1926,11.1926,11.1926,11.1926,11.1926,11.1926,11.1926,11.1926,11.1926,11.1926,5.5963,16.7889,16.7889,22.3851,22.3851,22.3851,22.3851,22.3851,22.3851,33.5777,39.174,39.174,39.174,50.3666,50.3666,61.5591,67.1554,67.1554,67.1554,72.7517,72.7517,72.7517,78.348,67.1554,67.1554,72.7517,72.7517,61.5591,67.1554,44.7703,39.174,33.5777,39.174,33.5777,33.5777,39.174,33.5777,33.5777,27.9814,22.3851,22.3851,22.3851,16.7889,16.7889,16.7889,16.7889,22.3851,22.3851,39.174,33.5777,33.5777,39.174,39.174,39.174,39.174,44.7703,44.7703,44.7703,55.9628,67.1554,55.9628,61.5591,55.9628,95.1368,100.7331,106.3294,106.3294,111.9257,111.9257,117.522,139.9071,162.2922,156.696,195.8699,195.8699,195.8699,190.2737,162.2922,184.6774,190.2737,229.4476,223.8514,229.4476,246.2365,302.1993,302.1993,374.951,346.9696,358.1622,386.1436,425.3176,447.7027,447.7027,453.299,425.3176,436.5102,475.6841,458.8953,402.9325,425.3176,358.1622,402.9325,397.3362,374.951,386.1436,374.951,414.125,436.5102,481.2804,470.0879,458.8953,509.2619,570.821,593.2061,621.1875,587.6098,582.0135,582.0135,559.6284,554.0321,526.0507,475.6841,436.5102,447.7027,419.7213,391.7399,352.5659,324.5845,291.0068,268.6216,274.2179,313.3919,302.1993,318.9882,313.3919,346.9696,402.9325,391.7399,430.9139,481.2804,565.2247,615.5912,749.9021,833.8463,856.2315,895.4055,996.1386,1164.0271,1303.9342,1421.4562,1438.245,1477.419,1466.2264,1555.767,1550.1707,1583.7484,1578.1521,1600.5372,1606.1335,1566.9595,1522.1893,1354.3007,1270.3565,1203.2011,1186.4122,1147.2382,1124.8531,984.946
Paredes de Coura,8535,-35550.7108,248569.7015,23.4329,23.4329,23.4329,23.4329,23.4329,46.8658,58.5823,58.5823,58.5823,58.5823,70.2988,70.2988,70.2988,70.2988,58.5823,58.5823,58.5823,58.5823,58.5823,35.1494,23.4329,23.4329,23.4329,23.4329,11.7165,11.7165,11.7165,11.7165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7165,11.7165,11.7165,11.7165,11.7165,11.7165,11.7165,11.7165,11.7165,11.7165,11.7165,11.7165,11.7165,11.7165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7165,11.7165,11.7165,11.7165,11.7165,11.7165,11.7165,11.7165,11.7165,11.7165,11.7165,23.4329,23.4329,23.4329,23.4329,23.4329,23.4329,23.4329,23.4329,23.4329,23.4329,23.4329,23.4329,23.4329,23.4329,11.7165,11.7165,11.7165,0,0,11.7165,11.7165,11.7165,23.4329,23.4329,23.4329,23.4329,23.4329,46.8658,82.0152,82.0152,93.7317,93.7317,93.7317,117.1646,140.5975,140.5975,164.0305,187.4634,187.4634,246.0457,281.1951,374.9268,445.2255,456.942,468.6585,468.6585,503.8079,515.5243,550.6737,632.6889,644.4054,632.6889,644.4054,597.5395,609.256,515.5243,421.7926,433.5091,433.5091,433.5091,410.0762,386.6432,339.7774,316.3445,269.4786,281.1951,281.1951,304.628,269.4786,281.1951,269.4786,257.7622,269.4786,269.4786,269.4786,246.0457,234.3292,175.7469,222.6128,199.1798,187.4634,152.314,175.7469,140.5975,140.5975,128.8811,93.7317,93.7317,82.0152,140.5975,152.314,175.7469,128.8811,140.5975,140.5975,152.314,117.1646,140.5975,140.5975,152.314,152.314,152.314,199.1798,199.1798,187.4634,199.1798,199.1798,234.3292,281.1951,292.9115,374.9268,445.2255,515.5243,620.9725,691.2712,702.9877,714.7042,773.2865,831.8688,949.0334,1476.2742,1570.0059,1605.1552,1862.9174,2073.8137,2214.4112,2413.5911,2952.5483,3093.1459,3163.4446,3222.0269,3233.7434,3268.8928,3304.0422,2952.5483,3022.8471,2952.5483,2694.7862,2530.7557,2413.5911,2272.9936,1722.3199,1581.7223,1511.4236,1441.1248,1359.1095
Ponte da Barca,11180,-20683.8651,237187.0189,8.9445,8.9445,8.9445,17.8891,17.8891,17.8891,8.9445,8.9445,8.9445,17.8891,26.8336,26.8336,26.8336,26.8336,26.8336,26.8336,26.8336,17.8891,17.8891,26.8336,26.8336,26.8336,26.8336,26.8336,17.8891,17.8891,17.8891,17.8891,17.8891,17.8891,17.8891,17.8891,17.8891,8.9445,8.9445,8.9445,8.9445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9445,8.9445,8.9445,26.8336,26.8336,26.8336,26.8336,26.8336,26.8336,26.8336,26.8336,26.8336,26.8336,35.7782,26.8336,26.8336,26.8336,8.9445,8.9445,8.9445,8.9445,8.9445,8.9445,8.9445,8.9445,8.9445,8.9445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8891,17.8891,17.8891,17.8891,17.8891,17.8891,17.8891,17.8891,26.8336,26.8336,26.8336,26.8336,26.8336,26.8336,8.9445,8.9445,8.9445,26.8336,35.7782,35.7782,35.7782,53.6673,44.7227,53.6673,62.6118,62.6118,98.39,152.0572,161.0018,161.0018,187.8354,178.8909,178.8909,178.8909,178.8909,161.0018,178.8909,178.8909,169.9463,169.9463,143.1127,89.4454,89.4454,89.4454,62.6118,71.5564,62.6118,62.6118,62.6118,62.6118,44.7227,35.7782,35.7782,35.7782,26.8336,26.8336,17.8891,17.8891,17.8891,0,0,0,0,0,8.9445,8.9445,17.8891,17.8891,17.8891,17.8891,17.8891,17.8891,17.8891,17.8891,17.8891,17.8891,17.8891,26.8336,17.8891,26.8336,35.7782,35.7782,35.7782,62.6118,89.4454,89.4454,107.3345,134.1682,134.1682,143.1127,143.1127,152.0572,259.3918,259.3918,268.3363,268.3363,295.1699,277.2809,268.3363,277.2809,295.1699,456.1717,465.1163,465.1163,509.839,545.6172,465.1163,509.839,527.7281,545.6172,527.7281,527.7281,545.6172,608.229,581.3953,483.0054,491.9499,500.8945,491.9499,465.1163,527.7281,500.8945,527.7281,518.7835,527.7281,661.8962,733.4526,822.898,894.4544,966.0107,948.1216,974.9553,1082.2898,1198.5689,1207.5134,1180.6798,1127.0125,1153.8462,1189.6243,1144.9016,1118.068,1100.1789,1046.5116,948.1216,957.0662,1010.7335,1019.678,1028.6225,1046.5116,1359.5707,1610.0179,1574.2397,1547.4061,1636.8515,1744.186,1806.7979,2191.4132,2271.9141,2334.5259,2343.4705,2441.8605,2567.0841,2701.2522,2772.8086,2710.1968,2871.1986,3041.1449,3076.9231,3023.2558,2960.644,2674.4186,2611.8068,2549.195,2531.3059,2325.5814,2137.746,2039.356,1753.1306,1574.2397,1413.2379,1252.2361,1064.4007
Ponte de Lima,41315,-37529.659,231315.378,9.6817,12.1021,12.1021,16.943,19.3634,19.3634,29.0451,26.6247,31.4656,31.4656,36.3064,33.886,33.886,41.1473,41.1473,38.7269,38.7269,33.886,33.886,31.4656,26.6247,24.2043,21.7839,21.7839,16.943,16.943,16.943,14.5226,14.5226,14.5226,14.5226,21.7839,19.3634,19.3634,14.5226,14.5226,12.1021,12.1021,12.1021,12.1021,14.5226,9.6817,12.1021,12.1021,12.1021,4.8409,4.8409,4.8409,4.8409,4.8409,4.8409,7.2613,7.2613,7.2613,4.8409,4.8409,2.4204,2.4204,2.4204,2.4204,2.4204,2.4204,2.4204,2.4204,4.8409,2.4204,4.8409,4.8409,4.8409,9.6817,9.6817,9.6817,9.6817,9.6817,9.6817,9.6817,9.6817,9.6817,7.2613,7.2613,4.8409,4.8409,4.8409,0,0,2.4204,2.4204,2.4204,2.4204,2.4204,2.4204,2.4204,2.4204,2.4204,2.4204,2.4204,2.4204,2.4204,2.4204,0,0,0,0,0,0,0,0,0,2.4204,2.4204,2.4204,2.4204,2.4204,4.8409,4.8409,4.8409,4.8409,4.8409,4.8409,4.8409,4.8409,4.8409,2.4204,2.4204,2.4204,2.4204,2.4204,2.4204,2.4204,2.4204,2.4204,4.8409,4.8409,4.8409,7.2613,7.2613,9.6817,9.6817,9.6817,9.6817,9.6817,7.2613,7.2613,7.2613,7.2613,4.8409,4.8409,7.2613,12.1021,16.943,14.5226,14.5226,16.943,19.3634,19.3634,19.3634,19.3634,19.3634,21.7839,21.7839,24.2043,29.0451,26.6247,24.2043,29.0451,33.886,33.886,31.4656,31.4656,41.1473,43.5677,60.5107,58.0903,60.5107,58.0903,50.829,50.829,48.4086,43.5677,41.1473,43.5677,45.9881,53.2494,45.9881,48.4086,41.1473,41.1473,38.7269,38.7269,45.9881,41.1473,43.5677,48.4086,50.829,48.4086,48.4086,48.4086,50.829,60.5107,70.1924,79.8741,84.715,89.5559,82.2946,91.9763,94.3967,101.658,99.2376,99.2376,116.1806,227.5203,246.8837,258.9858,288.031,300.1331,304.974,309.8148,338.86,380.0073,411.4728,544.5964,583.3232,585.7437,622.0501,539.7555,595.4254,626.891,714.0264,752.7532,752.7532,810.8435,822.9457,835.0478,866.5134,801.1618,801.1618,818.1048,786.6392,808.4231,813.2639,813.2639,711.606,701.9242,704.3447,672.8791,648.6748,641.4135,646.2544,588.1641,602.6867,590.5845,631.7318,609.948,547.0168,539.7555,532.4943,530.0738,527.6534,544.5964,556.6985,547.0168,515.5513,517.9717,486.5061,481.6653,433.2567,438.0975,455.0405,428.4158,406.632,367.9051,363.0643,334.0191,343.7008,321.917,304.974,280.7697,280.7697,295.2923,331.5987,358.2234,404.2115,488.9265,612.3684,709.1855,735.8102,781.7984,910.0811,1062.5681,1236.8389,1377.2238,1488.5635,1517.6086,1638.63,1769.3332,1900.0363,1987.1717,2086.4093,2163.863,2217.1124,2299.407,2347.8156,2427.6897,2359.9177,2393.8037,2372.0198,2340.5543,2238.8963,2156.6017,2040.4212,1936.3427,1776.5945,1657.9935,1578.1193,1444.9958,1273.1453
Valença,13290,-42347.5368,261088.0868,22.5734,22.5734,22.5734,30.0978,30.0978,37.6223,45.1467,37.6223,37.6223,30.0978,30.0978,30.0978,30.0978,37.6223,37.6223,37.6223,37.6223,30.0978,30.0978,22.5734,15.0489,15.0489,15.0489,15.0489,15.0489,15.0489,15.0489,7.5245,0,0,0,0,0,0,0,7.5245,45.1467,45.1467,45.1467,45.1467,45.1467,45.1467,45.1467,45.1467,45.1467,45.1467,45.1467,45.1467,45.1467,37.6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5245,7.5245,7.5245,7.5245,7.5245,7.5245,7.5245,7.5245,7.5245,7.5245,7.5245,7.5245,7.5245,7.5245,0,0,0,0,0,0,0,0,0,0,0,0,7.5245,7.5245,7.5245,7.5245,7.5245,7.5245,7.5245,7.5245,7.5245,7.5245,7.5245,7.5245,7.5245,7.5245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5245,22.5734,30.0978,30.0978,82.769,82.769,90.2935,112.8668,173.0625,225.7336,240.7825,240.7825,255.8315,263.3559,293.4537,308.5026,316.0271,398.7961,353.6494,398.7961,436.4184,428.8939,368.6983,331.076,323.5515,323.5515,323.5515,443.9428,436.4184,436.4184,421.3695,338.6005,346.1249,316.0271,278.4048,263.3559,293.4537,278.4048,278.4048,278.4048,263.3559,135.4402,142.9646,120.3913,135.4402,135.4402,135.4402,142.9646,135.4402,150.4891,127.9157,127.9157,127.9157,142.9646,158.0135,195.6358,316.0271,338.6005,323.5515,346.1249,353.6494,398.7961,436.4184,489.0895,579.383,684.7254,692.2498,677.2009,775.0188,827.69,790.0677,910.459,1000.7524,985.7035,1030.8503,1023.3258,1173.8149,1226.4861,1264.1084,1339.3529,1354.4018,1392.0241,1376.9752,1407.073,1346.8774,1241.535,1203.9127,1211.4372,1173.8149,1128.6682,948.0813,887.8856,812.6411,669.6764,647.1031,654.6275,609.4808,489.0895,451.4673,436.4184,391.2716,391.2716,368.6983,361.1738,353.6494,346.1249,308.5026,285.9293,285.9293,240.7825,248.307,285.9293,270.8804,240.7825,263.3559,248.307,263.3559,278.4048,331.076,331.076,323.5515,331.076,338.6005,353.6494,376.2227,406.3205,458.9917,639.5786,722.3476,722.3476,714.8232,797.5922,820.1655,827.69,948.0813,1045.8992,1038.3747,1196.3883,1279.1573,1339.3529,1429.6464,1414.5974,1519.9398,1572.611,1670.4289,1768.2468,1783.2957,1828.4424,1858.5403,1843.4913,1851.0158,1708.0512,1617.7577,1602.7088,1504.8909,1444.6953,1256.5839,1203.9127,1106.0948,925.5079
